Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
13,1711379459511,25/03/2024 15:10:59,1711379459268,1,25/03/2024 16:10:59,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
14,1711379459960,25/03/2024 15:10:59,1711379459708,1,25/03/2024 16:10:59,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,2,Screen 2,buttonb,response_keyboard,431.5,,,blue,1,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
15,1711379460748,25/03/2024 15:11:00,1711379460501,1,25/03/2024 16:11:00,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,1,Screen 1,fixation,fixation,500.59999999999854,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
16,1711379461733,25/03/2024 15:11:01,1711379461484,1,25/03/2024 16:11:01,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,2,Screen 2,buttonb,response_keyboard,974.3999999761581,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
17,1711379462522,25/03/2024 15:11:02,1711379462268,1,25/03/2024 16:11:02,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,1,Screen 1,fixation,fixation,500.09999999999854,,,,,0,1,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
18,1711379463118,25/03/2024 15:11:03,1711379462852,1,25/03/2024 16:11:02,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,2,Screen 2,buttonb,response_keyboard,574.7000000476837,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
19,1711379463884,25/03/2024 15:11:03,1711379463635,1,25/03/2024 16:11:03,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
20,1711379464268,25/03/2024 15:11:04,1711379464008,1,25/03/2024 16:11:04,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,2,Screen 2,buttonb,response_keyboard,363,,,green,1,1,0,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
21,1711379465064,25/03/2024 15:11:05,1711379464801,1,25/03/2024 16:11:04,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
22,1711379465599,25/03/2024 15:11:05,1711379465354,1,25/03/2024 16:11:05,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,2,Screen 2,buttonb,response_keyboard,542.5,,,blue,1,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
23,1711379466397,25/03/2024 15:11:06,1711379466134,1,25/03/2024 16:11:06,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
24,1711379467072,25/03/2024 15:11:07,1711379466826,1,25/03/2024 16:11:06,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,2,Screen 2,buttonb,response_keyboard,681.8000000119209,,,green,1,1,0,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
25,1711379467886,25/03/2024 15:11:07,1711379467618,1,25/03/2024 16:11:07,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
26,1711379469564,25/03/2024 15:11:09,1711379468988,1,25/03/2024 16:11:08,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,2,Screen 2,buttona,response_keyboard,1360.8999999761581,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
27,1711379470019,25/03/2024 15:11:10,1711379469768,1,25/03/2024 16:11:09,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,1,Screen 1,fixation,fixation,500.09999999999854,,,,,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
28,1711379470514,25/03/2024 15:11:10,1711379470262,1,25/03/2024 16:11:10,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,2,Screen 2,buttona,response_keyboard,486.10000002384186,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
29,1711379471321,25/03/2024 15:11:11,1711379471051,1,25/03/2024 16:11:11,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,1,Screen 1,fixation,fixation,499.90000000000146,,,,,0,1,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
30,1711379472359,25/03/2024 15:11:12,1711379472068,1,25/03/2024 16:11:12,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,2,Screen 2,buttona,response_keyboard,1008.7000000476837,,,red,1,1,0,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
31,1711379473124,25/03/2024 15:11:13,1711379472851,1,25/03/2024 16:11:12,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,1,Screen 1,fixation,fixation,500.5,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
32,1711379474979,25/03/2024 15:11:14,1711379474331,1,25/03/2024 16:11:14,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,2,Screen 2,buttonb,response_keyboard,1469.3999999761581,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
33,1711379540199,25/03/2024 15:12:20,1711379539435,1,25/03/2024 16:12:19,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,17,1,1,Screen 1,button,continue_button,64813.5,,,,,0,1,0,,,,,,Score,,,,
34,1711379545951,25/03/2024 15:12:25,1711379545215,1,25/03/2024 16:12:25,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,18,1,1,Screen 1,advancementZone,continue_button,5771.300000011921,,,,,0,1,0,,,,,,Ready.0,,,,
35,1711379546133,25/03/2024 15:12:26,1711379545700,1,25/03/2024 16:12:25,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,22,1,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
36,1711379546780,25/03/2024 15:12:26,1711379546496,1,25/03/2024 16:12:26,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,22,1,2,Screen 2,buttona,response_keyboard,790.4000000357628,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
37,1711379547254,25/03/2024 15:12:27,1711379546984,1,25/03/2024 16:12:26,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,110,2,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
38,1711379547952,25/03/2024 15:12:27,1711379547484,1,25/03/2024 16:12:27,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,110,2,2,Screen 2,buttona,response_keyboard,494,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
39,1711379548251,25/03/2024 15:12:28,1711379547967,1,25/03/2024 16:12:27,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,85,3,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENblue.jpg,green,1,0
40,1711379549603,25/03/2024 15:12:29,1711379548885,1,25/03/2024 16:12:28,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,85,3,2,Screen 2,buttonb,response_keyboard,911.7000000476837,,,blue,1,0,1,0,,,,,1,Trials,GREENblue.jpg,green,1,0
41,1711379549779,25/03/2024 15:12:29,1711379549384,1,25/03/2024 16:12:29,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,53,4,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
42,1711379550435,25/03/2024 15:12:30,1711379550119,1,25/03/2024 16:12:30,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,53,4,2,Screen 2,buttonb,response_keyboard,727.5,,,blue,1,1,0,0,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
43,1711379550895,25/03/2024 15:12:30,1711379550617,1,25/03/2024 16:12:30,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,49,5,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
44,1711379551525,25/03/2024 15:12:31,1711379551258,1,25/03/2024 16:12:31,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,49,5,2,Screen 2,buttonb,response_keyboard,633.9000000357628,,,blue,1,1,0,0,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
45,1711379552014,25/03/2024 15:12:32,1711379551751,1,25/03/2024 16:12:31,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,80,6,1,Screen 1,fixation,fixation,500.09999999999127,,,,,0,1,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
46,1711379552472,25/03/2024 15:12:32,1711379552192,1,25/03/2024 16:12:32,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,80,6,2,Screen 2,buttonb,response_keyboard,434.2000000476837,,,blue,1,1,0,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
47,1711379552952,25/03/2024 15:12:32,1711379552684,1,25/03/2024 16:12:32,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,28,7,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
48,1711379553845,25/03/2024 15:12:33,1711379553575,1,25/03/2024 16:12:33,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,28,7,2,Screen 2,buttona,response_keyboard,887.5999999642372,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
49,1711379554333,25/03/2024 15:12:34,1711379554067,1,25/03/2024 16:12:34,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,113,8,1,Screen 1,fixation,fixation,500.09999999999127,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
50,1711379554989,25/03/2024 15:12:34,1711379554716,1,25/03/2024 16:12:34,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,113,8,2,Screen 2,buttona,response_keyboard,641.8999999761581,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
51,1711379555456,25/03/2024 15:12:35,1711379555201,1,25/03/2024 16:12:35,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,84,9,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
52,1711379556331,25/03/2024 15:12:36,1711379556052,1,25/03/2024 16:12:36,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,84,9,2,Screen 2,buttonb,response_keyboard,844.3000000119209,,,blue,1,1,0,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
53,1711379556828,25/03/2024 15:12:36,1711379556551,1,25/03/2024 16:12:36,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,109,10,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
54,1711379557220,25/03/2024 15:12:37,1711379556940,1,25/03/2024 16:12:36,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,109,10,2,Screen 2,buttonb,response_keyboard,382.0999999642372,,,green,1,1,0,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
55,1711379557711,25/03/2024 15:12:37,1711379557434,1,25/03/2024 16:12:37,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,59,11,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,REDyellow.jpg,red,0,0
56,1711379558723,25/03/2024 15:12:38,1711379558433,1,25/03/2024 16:12:38,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,59,11,2,Screen 2,buttona,response_keyboard,992.1999999880791,,,red,1,1,0,0,,,,,1,Trials,REDyellow.jpg,red,0,0
57,1711379559655,25/03/2024 15:12:39,1711379558917,1,25/03/2024 16:12:38,171473,3,task-hgsz,,36422538,xqls8,10667466,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,75,12,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
